cell_type,flow,flow_drop,reachable_pairs,pairs_lost,intact_flow,intact_reachable_pairs
AMMC033,10640,7,237405,0,10647,237405
AMMC034_a,10640,7,237405,0,10647,237405
AMMC035,10640,7,237405,0,10647,237405
AMMC036,10640,7,237405,0,10647,237405
AN04A001,10640,7,237405,0,10647,237405
AN05B025,10640,7,237405,0,10647,237405
AN05B098,10640,7,237405,0,10647,237405
AN06B014,10640,7,237405,0,10647,237405
AN06B090,10640,7,237405,0,10647,237405
AN09B019,10640,7,237405,0,10647,237405
AN10B022,10640,7,237405,0,10647,237405
AN12B006,10640,7,237405,0,10647,237405
AN17A026,10640,7,237405,0,10647,237405
AN17A062,10640,7,237405,0,10647,237405
AN17B011,10640,7,237405,0,10647,237405
AN17B012,10640,7,237405,0,10647,237405
AN18B004,10640,7,237405,0,10647,237405
ANXXX033,10640,7,237405,0,10647,237405
ANXXX093,10640,7,237405,0,10647,237405
CB0683,10640,7,237405,0,10647,237405
CB3320,10640,7,237405,0,10647,237405
CB3631,10640,7,237405,0,10647,237405
CB3870,10640,7,237405,0,10647,237405
CB4104,10640,7,237405,0,10647,237405
CSD,10640,7,237405,0,10647,237405
GNG035,10640,7,237405,0,10647,237405
GNG126,10640,7,237405,0,10647,237405
GNG156,10640,7,237405,0,10647,237405
GNG219,10640,7,237405,0,10647,237405
GNG230,10640,7,237405,0,10647,237405
GNG249,10640,7,237405,0,10647,237405
GNG319,10640,7,237405,0,10647,237405
GNG320,10640,7,237405,0,10647,237405
GNG328,10640,7,237405,0,10647,237405
GNG356,10640,7,237405,0,10647,237405
GNG380,10640,7,237405,0,10647,237405
GNG407,10640,7,237405,0,10647,237405
GNG409,10640,7,237405,0,10647,237405
GNG430_a,10640,7,237405,0,10647,237405
GNG465,10640,7,237405,0,10647,237405
GNG485,10640,7,237405,0,10647,237405
GNG487,10640,7,237405,0,10647,237405
GNG490,10640,7,237405,0,10647,237405
GNG494,10640,7,237405,0,10647,237405
GNG516,10640,7,237405,0,10647,237405
GNG528,10640,7,237405,0,10647,237405
GNG611,10640,7,237405,0,10647,237405
GNG639,10640,7,237405,0,10647,237405
IN01A017,10640,7,237405,0,10647,237405
IN01A059,10640,7,237405,0,10647,237405
IN01A061,10640,7,237405,0,10647,237405
IN01B006,10640,7,237405,0,10647,237405
IN01B024,10640,7,237405,0,10647,237405
IN01B027_b,10640,7,237405,0,10647,237405
IN01B046_a,10640,7,237405,0,10647,237405
IN01B073,10640,7,237405,0,10647,237405
IN02A007,10640,7,237405,0,10647,237405
IN02A059,10640,7,237405,0,10647,237405
IN03A029,10640,7,237405,0,10647,237405
IN03A068,10640,7,237405,0,10647,237405
IN03A082,10640,7,237405,0,10647,237405
IN03A092,10640,7,237405,0,10647,237405
IN03A094,10640,7,237405,0,10647,237405
IN03B031,10640,7,237405,0,10647,237405
IN03B058,10640,7,237405,0,10647,237405
IN03B084,10640,7,237405,0,10647,237405
IN04B077,10640,7,237405,0,10647,237405
IN06A075,10640,7,237405,0,10647,237405
IN06A076_a,10640,7,237405,0,10647,237405
IN07B012,10640,7,237405,0,10647,237405
IN08B073,10640,7,237405,0,10647,237405
IN08B085_a,10640,7,237405,0,10647,237405
IN09A004,10640,7,237405,0,10647,237405
IN10B032,10640,7,237405,0,10647,237405
IN10B042,10640,7,237405,0,10647,237405
IN12B033,10640,7,237405,0,10647,237405
IN13A055,10640,7,237405,0,10647,237405
IN13B057,10640,7,237405,0,10647,237405
IN13B090,10640,7,237405,0,10647,237405
IN14A009,10640,7,237405,0,10647,237405
IN14A012,10640,7,237405,0,10647,237405
IN16B069,10640,7,237405,0,10647,237405
IN16B087,10640,7,237405,0,10647,237405
IN17A041,10640,7,237405,0,10647,237405
IN17A090,10640,7,237405,0,10647,237405
IN19B041,10640,7,237405,0,10647,237405
IN20A.22A004,10640,7,237405,0,10647,237405
IN20A.22A006,10640,7,237405,0,10647,237405
IN23B008,10640,7,237405,0,10647,237405
IN23B018,10640,7,237405,0,10647,237405
IN23B040,10640,7,237405,0,10647,237405
IN23B042,10640,7,237405,0,10647,237405
IN23B081,10640,7,237405,0,10647,237405
INXXX142,10640,7,237405,0,10647,237405
INXXX201,10640,7,237405,0,10647,237405
INXXX281,10640,7,237405,0,10647,237405
INXXX339,10640,7,237405,0,10647,237405
INXXX370,10640,7,237405,0,10647,237405
INXXX428,10640,7,237405,0,10647,237405
INXXX450,10640,7,237405,0,10647,237405
M_adPNm8,10640,7,237405,0,10647,237405
M_lPNm11C,10640,7,237405,0,10647,237405
M_lPNm12,10640,7,237405,0,10647,237405
M_lvPNm39,10640,7,237405,0,10647,237405
PRW026,10640,7,237405,0,10647,237405
PRW043,10640,7,237405,0,10647,237405
PRW047,10640,7,237405,0,10647,237405
SAD004,10640,7,237405,0,10647,237405
SAD052,10640,7,237405,0,10647,237405
SAD077,10640,7,237405,0,10647,237405
WED099,10640,7,237405,0,10647,237405
lLN2T_c,10640,7,237405,0,10647,237405
mAL4G,10640,7,237405,0,10647,237405
mAL4H,10640,7,237405,0,10647,237405
mAL6,10640,7,237405,0,10647,237405
v2LN36,10640,7,237405,0,10647,237405
v2LN37,10640,7,237405,0,10647,237405
JO-FD1,10641,6,236740,665,10647,237405
LB2a,10641,6,236740,665,10647,237405
ORN_VA7l,10641,6,236740,665,10647,237405
ORN_VC2,10641,6,236740,665,10647,237405
ORN_VM6l,10641,6,236740,665,10647,237405
ORN_VM6m,10641,6,236740,665,10647,237405
SNpp26,10641,6,236740,665,10647,237405
SNpp34,10641,6,236740,665,10647,237405
SNxx32,10641,6,236740,665,10647,237405
DNde006,10641,6,237048,357,10647,237405
DNg103,10641,6,237048,357,10647,237405
DNg70,10641,6,237048,357,10647,237405
DNge067,10641,6,237048,357,10647,237405
DNge078,10641,6,237048,357,10647,237405
DNge090,10641,6,237048,357,10647,237405
Tergopleural/Pleural promotor MN,10641,6,237048,357,10647,237405
hDVM MN,10641,6,237048,357,10647,237405
iii3 MN,10641,6,237048,357,10647,237405
ALIN1,10641,6,237405,0,10647,237405
AMMC012,10641,6,237405,0,10647,237405
AMMC015,10641,6,237405,0,10647,237405
AMMC022,10641,6,237405,0,10647,237405
AMMC024,10641,6,237405,0,10647,237405
AMMC027,10641,6,237405,0,10647,237405
AMMC037,10641,6,237405,0,10647,237405
AMMC038,10641,6,237405,0,10647,237405
AN01A086,10641,6,237405,0,10647,237405
AN05B023b,10641,6,237405,0,10647,237405
AN05B023c,10641,6,237405,0,10647,237405
AN05B023d,10641,6,237405,0,10647,237405
AN05B035,10641,6,237405,0,10647,237405
AN05B052,10641,6,237405,0,10647,237405
AN05B053,10641,6,237405,0,10647,237405
AN05B054_b,10641,6,237405,0,10647,237405
AN05B100,10641,6,237405,0,10647,237405
AN05B106,10641,6,237405,0,10647,237405
AN07B005,10641,6,237405,0,10647,237405
AN07B040,10641,6,237405,0,10647,237405
AN09B017g,10641,6,237405,0,10647,237405
AN09B030,10641,6,237405,0,10647,237405
AN10B020,10641,6,237405,0,10647,237405
AN10B021,10641,6,237405,0,10647,237405
AN10B047,10641,6,237405,0,10647,237405
AN17B002,10641,6,237405,0,10647,237405
AN17B009,10641,6,237405,0,10647,237405
AN18B019,10641,6,237405,0,10647,237405
ANXXX007,10641,6,237405,0,10647,237405
ANXXX106,10641,6,237405,0,10647,237405
ANXXX296,10641,6,237405,0,10647,237405
CB0591,10641,6,237405,0,10647,237405
CB0607,10641,6,237405,0,10647,237405
CB1545,10641,6,237405,0,10647,237405
CB3865,10641,6,237405,0,10647,237405
Dm11,10641,6,237405,0,10647,237405
GNG044,10641,6,237405,0,10647,237405
GNG055,10641,6,237405,0,10647,237405
GNG057,10641,6,237405,0,10647,237405
GNG090,10641,6,237405,0,10647,237405
GNG102,10641,6,237405,0,10647,237405
GNG125,10641,6,237405,0,10647,237405
GNG155,10641,6,237405,0,10647,237405
GNG179,10641,6,237405,0,10647,237405
GNG187,10641,6,237405,0,10647,237405
GNG188,10641,6,237405,0,10647,237405
GNG229,10641,6,237405,0,10647,237405
GNG237,10641,6,237405,0,10647,237405
GNG246,10641,6,237405,0,10647,237405
GNG266,10641,6,237405,0,10647,237405
GNG267,10641,6,237405,0,10647,237405
GNG280,10641,6,237405,0,10647,237405
GNG350,10641,6,237405,0,10647,237405
GNG363,10641,6,237405,0,10647,237405
GNG447,10641,6,237405,0,10647,237405
GNG451,10641,6,237405,0,10647,237405
GNG456,10641,6,237405,0,10647,237405
GNG481,10641,6,237405,0,10647,237405
GNG484,10641,6,237405,0,10647,237405
GNG488,10641,6,237405,0,10647,237405
GNG550,10641,6,237405,0,10647,237405
GNG621,10641,6,237405,0,10647,237405
GNG669,10641,6,237405,0,10647,237405
IN00A017,10641,6,237405,0,10647,237405
IN00A025,10641,6,237405,0,10647,237405
IN00A049,10641,6,237405,0,10647,237405
IN01A036,10641,6,237405,0,10647,237405
IN01A040,10641,6,237405,0,10647,237405
IN01B012,10641,6,237405,0,10647,237405
IN01B014,10641,6,237405,0,10647,237405
IN01B056,10641,6,237405,0,10647,237405
IN01B062,10641,6,237405,0,10647,237405
IN01B078,10641,6,237405,0,10647,237405
IN01B084,10641,6,237405,0,10647,237405
IN02A040,10641,6,237405,0,10647,237405
IN03A009,10641,6,237405,0,10647,237405
IN03A019,10641,6,237405,0,10647,237405
IN03A052,10641,6,237405,0,10647,237405
IN03B053,10641,6,237405,0,10647,237405
IN03B080,10641,6,237405,0,10647,237405
IN04B001,10641,6,237405,0,10647,237405
IN04B002,10641,6,237405,0,10647,237405
IN06A037,10641,6,237405,0,10647,237405
IN06A038,10641,6,237405,0,10647,237405
IN06A042,10641,6,237405,0,10647,237405
IN06A050,10641,6,237405,0,10647,237405
IN06A071,10641,6,237405,0,10647,237405
IN06B012,10641,6,237405,0,10647,237405
IN06B032,10641,6,237405,0,10647,237405
IN06B063,10641,6,237405,0,10647,237405
IN06B069,10641,6,237405,0,10647,237405
IN06B074,10641,6,237405,0,10647,237405
IN06B079,10641,6,237405,0,10647,237405
IN07B096_d,10641,6,237405,0,10647,237405
IN08A036,10641,6,237405,0,10647,237405
IN08A041,10641,6,237405,0,10647,237405
IN08B051_d,10641,6,237405,0,10647,237405
IN08B080,10641,6,237405,0,10647,237405
IN09A005,10641,6,237405,0,10647,237405
IN09A013,10641,6,237405,0,10647,237405
IN09A016,10641,6,237405,0,10647,237405
IN09A018,10641,6,237405,0,10647,237405
IN09A023,10641,6,237405,0,10647,237405
IN09A027,10641,6,237405,0,10647,237405
IN09A029,10641,6,237405,0,10647,237405
IN09A082,10641,6,237405,0,10647,237405
IN10B031,10641,6,237405,0,10647,237405
IN10B050,10641,6,237405,0,10647,237405
IN10B055,10641,6,237405,0,10647,237405
IN10B058,10641,6,237405,0,10647,237405
IN11A016,10641,6,237405,0,10647,237405
IN11B019,10641,6,237405,0,10647,237405
IN12B022,10641,6,237405,0,10647,237405
IN12B031,10641,6,237405,0,10647,237405
IN12B063_c,10641,6,237405,0,10647,237405
IN13A002,10641,6,237405,0,10647,237405
IN13A010,10641,6,237405,0,10647,237405
IN13A028,10641,6,237405,0,10647,237405
IN13A030,10641,6,237405,0,10647,237405
IN13A044,10641,6,237405,0,10647,237405
IN13B007,10641,6,237405,0,10647,237405
IN13B008,10641,6,237405,0,10647,237405
IN13B030,10641,6,237405,0,10647,237405
IN14A001,10641,6,237405,0,10647,237405
IN14A010,10641,6,237405,0,10647,237405
IN14A018,10641,6,237405,0,10647,237405
IN14A021,10641,6,237405,0,10647,237405
IN14A052,10641,6,237405,0,10647,237405
IN14A058,10641,6,237405,0,10647,237405
IN14A062,10641,6,237405,0,10647,237405
IN14A089,10641,6,237405,0,10647,237405
IN14A090,10641,6,237405,0,10647,237405
IN14A104,10641,6,237405,0,10647,237405
IN16B047,10641,6,237405,0,10647,237405
IN16B059,10641,6,237405,0,10647,237405
IN16B063,10641,6,237405,0,10647,237405
IN16B079,10641,6,237405,0,10647,237405
IN16B093,10641,6,237405,0,10647,237405
IN18B032,10641,6,237405,0,10647,237405
IN19A029,10641,6,237405,0,10647,237405
IN19B008,10641,6,237405,0,10647,237405
IN19B031,10641,6,237405,0,10647,237405
IN19B058,10641,6,237405,0,10647,237405
IN19B083,10641,6,237405,0,10647,237405
IN19B086,10641,6,237405,0,10647,237405
IN20A.22A005,10641,6,237405,0,10647,237405
IN20A.22A059,10641,6,237405,0,10647,237405
IN20A.22A074,10641,6,237405,0,10647,237405
IN20A.22A077,10641,6,237405,0,10647,237405
IN23B033,10641,6,237405,0,10647,237405
IN23B043,10641,6,237405,0,10647,237405
IN23B063,10641,6,237405,0,10647,237405
IN23B067_b,10641,6,237405,0,10647,237405
INXXX042,10641,6,237405,0,10647,237405
INXXX114,10641,6,237405,0,10647,237405
INXXX198,10641,6,237405,0,10647,237405
INXXX213,10641,6,237405,0,10647,237405
INXXX219,10641,6,237405,0,10647,237405
INXXX276,10641,6,237405,0,10647,237405
INXXX304,10641,6,237405,0,10647,237405
INXXX364,10641,6,237405,0,10647,237405
INXXX406,10641,6,237405,0,10647,237405
M_VPNml66,10641,6,237405,0,10647,237405
M_adPNm3,10641,6,237405,0,10647,237405
M_lvPNm38,10641,6,237405,0,10647,237405
M_lvPNm41,10641,6,237405,0,10647,237405
PRW013,10641,6,237405,0,10647,237405
PRW016,10641,6,237405,0,10647,237405
PRW024,10641,6,237405,0,10647,237405
PRW025,10641,6,237405,0,10647,237405
SAD001,10641,6,237405,0,10647,237405
SAD076,10641,6,237405,0,10647,237405
SAD114,10641,6,237405,0,10647,237405
SAD116,10641,6,237405,0,10647,237405
SLP238,10641,6,237405,0,10647,237405
VP5+Z_adPN,10641,6,237405,0,10647,237405
lLN13,10641,6,237405,0,10647,237405
lLN9,10641,6,237405,0,10647,237405
mAL4B,10641,6,237405,0,10647,237405
v2LN50,10641,6,237405,0,10647,237405
JO-DA,10642,5,236740,665,10647,237405
JO-DP,10642,5,236740,665,10647,237405
LB2d,10642,5,236740,665,10647,237405
ORN_DA3,10642,5,236740,665,10647,237405
ORN_VA4,10642,5,236740,665,10647,237405
SNpp49,10642,5,236740,665,10647,237405
SNta40,10642,5,236740,665,10647,237405
SNtaxx,10642,5,236740,665,10647,237405
SNxx16,10642,5,236740,665,10647,237405
TRN_VP3b,10642,5,236740,665,10647,237405
DNg23,10642,5,237048,357,10647,237405
DNge012,10642,5,237048,357,10647,237405
DNge025,10642,5,237048,357,10647,237405
DNge071,10642,5,237048,357,10647,237405
DNge084,10642,5,237048,357,10647,237405
DNge091,10642,5,237048,357,10647,237405
DNge100,10642,5,237048,357,10647,237405
DNge111,10642,5,237048,357,10647,237405
DNge133,10642,5,237048,357,10647,237405
DNge154,10642,5,237048,357,10647,237405
DNge181,10642,5,237048,357,10647,237405
DNp33,10642,5,237048,357,10647,237405
DNp73,10642,5,237048,357,10647,237405
DNpe029,10642,5,237048,357,10647,237405
MNhl29,10642,5,237048,357,10647,237405
MNnm13,10642,5,237048,357,10647,237405
Pleural remotor/abductor MN,10642,5,237048,357,10647,237405
ALON2,10642,5,237405,0,10647,237405
AMMC007,10642,5,237405,0,10647,237405
AMMC014,10642,5,237405,0,10647,237405
AMMC020,10642,5,237405,0,10647,237405
AMMC023,10642,5,237405,0,10647,237405
AMMC026,10642,5,237405,0,10647,237405
AMMC030,10642,5,237405,0,10647,237405
AN01A089,10642,5,237405,0,10647,237405
AN04B004,10642,5,237405,0,10647,237405
AN05B063,10642,5,237405,0,10647,237405
AN05B102c,10642,5,237405,0,10647,237405
AN05B102d,10642,5,237405,0,10647,237405
AN06A010,10642,5,237405,0,10647,237405
AN06B037,10642,5,237405,0,10647,237405
AN07B046_c,10642,5,237405,0,10647,237405
AN07B069_a,10642,5,237405,0,10647,237405
AN07B082_c,10642,5,237405,0,10647,237405
AN07B106,10642,5,237405,0,10647,237405
AN08B005,10642,5,237405,0,10647,237405
AN08B013,10642,5,237405,0,10647,237405
AN08B023,10642,5,237405,0,10647,237405
AN09B015,10642,5,237405,0,10647,237405
AN09B017a,10642,5,237405,0,10647,237405
AN09B017d,10642,5,237405,0,10647,237405
AN09B017e,10642,5,237405,0,10647,237405
AN09B027,10642,5,237405,0,10647,237405
AN10B019,10642,5,237405,0,10647,237405
AN10B053,10642,5,237405,0,10647,237405
AN12B011,10642,5,237405,0,10647,237405
AN12B017,10642,5,237405,0,10647,237405
AN17A002,10642,5,237405,0,10647,237405
AN17A008,10642,5,237405,0,10647,237405
AN17A015,10642,5,237405,0,10647,237405
AN17A047,10642,5,237405,0,10647,237405
AN17A068,10642,5,237405,0,10647,237405
AN17B013,10642,5,237405,0,10647,237405
AN19B061,10642,5,237405,0,10647,237405
AN19B079,10642,5,237405,0,10647,237405
AN19B098,10642,5,237405,0,10647,237405
AN27X024,10642,5,237405,0,10647,237405
ANXXX082,10642,5,237405,0,10647,237405
ANXXX108,10642,5,237405,0,10647,237405
ANXXX120,10642,5,237405,0,10647,237405
ANXXX157,10642,5,237405,0,10647,237405
ANXXX202,10642,5,237405,0,10647,237405
ANXXX462a,10642,5,237405,0,10647,237405
AVLP447,10642,5,237405,0,10647,237405
CB0090,10642,5,237405,0,10647,237405
CB0307,10642,5,237405,0,10647,237405
CB0986,10642,5,237405,0,10647,237405
CB1094,10642,5,237405,0,10647,237405
CB2431,10642,5,237405,0,10647,237405
CB2440,10642,5,237405,0,10647,237405
CB2664,10642,5,237405,0,10647,237405
CB2703,10642,5,237405,0,10647,237405
CB2711,10642,5,237405,0,10647,237405
CB3646,10642,5,237405,0,10647,237405
CB3710,10642,5,237405,0,10647,237405
CB3739,10642,5,237405,0,10647,237405
CB4083,10642,5,237405,0,10647,237405
DA4m_adPN,10642,5,237405,0,10647,237405
GNG032,10642,5,237405,0,10647,237405
GNG038,10642,5,237405,0,10647,237405
GNG039,10642,5,237405,0,10647,237405
GNG045,10642,5,237405,0,10647,237405
GNG061,10642,5,237405,0,10647,237405
GNG075,10642,5,237405,0,10647,237405
GNG087,10642,5,237405,0,10647,237405
GNG089,10642,5,237405,0,10647,237405
GNG147,10642,5,237405,0,10647,237405
GNG165,10642,5,237405,0,10647,237405
GNG172,10642,5,237405,0,10647,237405
GNG203,10642,5,237405,0,10647,237405
GNG228,10642,5,237405,0,10647,237405
GNG231,10642,5,237405,0,10647,237405
GNG238,10642,5,237405,0,10647,237405
GNG254,10642,5,237405,0,10647,237405
GNG255,10642,5,237405,0,10647,237405
GNG354,10642,5,237405,0,10647,237405
GNG379,10642,5,237405,0,10647,237405
GNG400,10642,5,237405,0,10647,237405
GNG440,10642,5,237405,0,10647,237405
GNG452,10642,5,237405,0,10647,237405
GNG454,10642,5,237405,0,10647,237405
GNG511,10642,5,237405,0,10647,237405
GNG598,10642,5,237405,0,10647,237405
GNG609,10642,5,237405,0,10647,237405
GNG622,10642,5,237405,0,10647,237405
GNG666,10642,5,237405,0,10647,237405
IN00A004,10642,5,237405,0,10647,237405
IN00A008,10642,5,237405,0,10647,237405
IN00A009,10642,5,237405,0,10647,237405
IN00A030,10642,5,237405,0,10647,237405
IN00A033,10642,5,237405,0,10647,237405
IN00A038,10642,5,237405,0,10647,237405
IN00A051,10642,5,237405,0,10647,237405
IN01B016,10642,5,237405,0,10647,237405
IN01B022,10642,5,237405,0,10647,237405
IN01B046_b,10642,5,237405,0,10647,237405
IN01B049,10642,5,237405,0,10647,237405
IN01B053,10642,5,237405,0,10647,237405
IN01B059_a,10642,5,237405,0,10647,237405
IN01B060,10642,5,237405,0,10647,237405
IN01B079,10642,5,237405,0,10647,237405
IN01B083_c,10642,5,237405,0,10647,237405
IN02A042,10642,5,237405,0,10647,237405
IN02A044,10642,5,237405,0,10647,237405
IN02A047,10642,5,237405,0,10647,237405
IN03A007,10642,5,237405,0,10647,237405
IN03A021,10642,5,237405,0,10647,237405
IN03A027,10642,5,237405,0,10647,237405
IN03A034,10642,5,237405,0,10647,237405
IN03A054,10642,5,237405,0,10647,237405
IN03A093,10642,5,237405,0,10647,237405
IN03B067,10642,5,237405,0,10647,237405
IN03B069,10642,5,237405,0,10647,237405
IN03B091,10642,5,237405,0,10647,237405
IN04B027,10642,5,237405,0,10647,237405
IN04B029,10642,5,237405,0,10647,237405
IN04B054_b,10642,5,237405,0,10647,237405
IN04B068,10642,5,237405,0,10647,237405
IN04B076,10642,5,237405,0,10647,237405
IN04B079,10642,5,237405,0,10647,237405
IN05B022,10642,5,237405,0,10647,237405
IN06A002,10642,5,237405,0,10647,237405
IN06A003,10642,5,237405,0,10647,237405
IN06A069,10642,5,237405,0,10647,237405
IN06A079,10642,5,237405,0,10647,237405
IN06A086,10642,5,237405,0,10647,237405
IN06A104,10642,5,237405,0,10647,237405
IN06B014,10642,5,237405,0,10647,237405
IN06B078,10642,5,237405,0,10647,237405
IN07B028,10642,5,237405,0,10647,237405
IN07B090,10642,5,237405,0,10647,237405
IN07B094_b,10642,5,237405,0,10647,237405
IN07B096_c,10642,5,237405,0,10647,237405
IN08A011,10642,5,237405,0,10647,237405
IN08A021,10642,5,237405,0,10647,237405
IN08A035,10642,5,237405,0,10647,237405
IN08B046,10642,5,237405,0,10647,237405
IN08B051_a,10642,5,237405,0,10647,237405
IN09A017,10642,5,237405,0,10647,237405
IN09A031,10642,5,237405,0,10647,237405
IN09A038,10642,5,237405,0,10647,237405
IN09A039,10642,5,237405,0,10647,237405
IN09A073,10642,5,237405,0,10647,237405
IN09A083,10642,5,237405,0,10647,237405
IN09B006,10642,5,237405,0,10647,237405
IN09B008,10642,5,237405,0,10647,237405
IN09B045,10642,5,237405,0,10647,237405
IN10B038,10642,5,237405,0,10647,237405
IN11B015,10642,5,237405,0,10647,237405
IN11B018,10642,5,237405,0,10647,237405
IN12B002,10642,5,237405,0,10647,237405
IN12B029,10642,5,237405,0,10647,237405
IN12B059,10642,5,237405,0,10647,237405
IN12B063_b,10642,5,237405,0,10647,237405
IN13A005,10642,5,237405,0,10647,237405
IN13A009,10642,5,237405,0,10647,237405
IN13A036,10642,5,237405,0,10647,237405
IN13A043,10642,5,237405,0,10647,237405
IN13A047,10642,5,237405,0,10647,237405
IN13A049,10642,5,237405,0,10647,237405
IN13B038,10642,5,237405,0,10647,237405
IN13B051,10642,5,237405,0,10647,237405
IN13B076,10642,5,237405,0,10647,237405
IN14A002,10642,5,237405,0,10647,237405
IN14A053,10642,5,237405,0,10647,237405
IN14A068,10642,5,237405,0,10647,237405
IN14A074,10642,5,237405,0,10647,237405
IN14A077,10642,5,237405,0,10647,237405
IN14A078,10642,5,237405,0,10647,237405
IN14A120,10642,5,237405,0,10647,237405
IN16B039,10642,5,237405,0,10647,237405
IN16B051,10642,5,237405,0,10647,237405
IN16B058,10642,5,237405,0,10647,237405
IN16B066,10642,5,237405,0,10647,237405
IN17A011,10642,5,237405,0,10647,237405
IN17A020,10642,5,237405,0,10647,237405
IN17A060,10642,5,237405,0,10647,237405
IN17A085,10642,5,237405,0,10647,237405
IN17A111,10642,5,237405,0,10647,237405
IN17B014,10642,5,237405,0,10647,237405
